832,臨床放射線,臨床放射線 2016年10月号 61巻10号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043378
833,臨床放射線,"臨床放射線 2016年10月臨時増刊号 61巻11号",,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043379
834,臨床放射線,臨床放射線 2016年11月号 61巻12号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043380
835,臨床放射線,臨床放射線 2016年12月号 61巻13号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043381
836,臨床放射線,臨床放射線 2016年1月増大号 61巻1号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043369
837,臨床放射線,臨床放射線 2016年2月号 61巻2号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043370
838,臨床放射線,臨床放射線 2016年3月号 61巻3号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043371
839,臨床放射線,臨床放射線 2016年4月号 61巻4号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043372
840,臨床放射線,臨床放射線 2016年5月号 61巻5号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043373
841,臨床放射線,臨床放射線 2016年6月号 61巻6号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043374
842,臨床放射線,臨床放射線 2016年7月号 61巻7号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043375
843,臨床放射線,臨床放射線 2016年8月号 61巻8号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043376
844,臨床放射線,臨床放射線 2016年9月号 61巻9号,,2016,2017,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000043377
845,臨床放射線,臨床放射線 2017年10月号 62巻10号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055293
846,臨床放射線,"臨床放射線 2017年10月臨時増刊号 62巻11号",,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055294
847,臨床放射線,臨床放射線 2017年11月号 62巻12号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055295
848,臨床放射線,臨床放射線 2017年12月号 62巻13号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055296
849,臨床放射線,臨床放射線 2017年1月増大号 62巻1号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055284
850,臨床放射線,臨床放射線 2017年2月号 62巻2号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055285
851,臨床放射線,臨床放射線 2017年3月号 62巻3号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055286
852,臨床放射線,臨床放射線 2017年4月号 62巻4号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055287
853,臨床放射線,臨床放射線 2017年5月号 62巻5号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055288
854,臨床放射線,臨床放射線 2017年6月号 62巻6号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055289
855,臨床放射線,臨床放射線 2017年7月号 62巻7号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055290
856,臨床放射線,臨床放射線 2017年8月号 62巻8号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055291
857,臨床放射線,臨床放射線 2017年9月号 62巻9号,,2017,2018,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000055292
858,臨床放射線,"臨床放射線 2018年10月号 63巻10号 : 薬剤関連顎骨壊死の画像診断 up to date",,2018,2019,金原出版,,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000081650
