1600,社会問題,「持ち場」の希望学 ―釜石と震災、もう一つの記憶―,"東京大学社会科学研究所,中村  尚史,玄田  有史",2014,2018,東京大学出版会,9.78413E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068356
1684,社会問題,希望 ―命のメッセージ―【スマホ・読上】,"鎌田 實,佐藤真紀,",2011,2020,東京書籍,9.78449E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000085731
1698,社会問題,災害に強い地域づくり ―地域社会の内発性と計画―,福与  徳文,2020,2020,日本経済評論社,9.78482E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000094736
1702,社会問題,災害時の情報伝達と地方自治体 （龍谷大学社会科学研究所叢書 第125巻）,"西垣  泰幸,遠山元道,西本  秀樹",2019,2019,日本経済評論社,9.78482E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000074355
1711,社会問題,職場における性別ダイバーシティの心理的影響,"正木, 郁太郎",2019,2018,東京大学出版会,9.78413E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068327
1743,社会問題,男女平等は進化したか ―男女共同参画基本計画の策定、施策の監視から―,"鹿嶋, 敬",2017,2019,新曜社,9.78479E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000079081
1745,社会問題,地域と職場で支える被災地支援 ―心理学にできること―（心理学叢書）,"安藤  清志,松井豊,日本心理学会",2016,2019,誠信書房,9.78441E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000079581
1753,社会問題,東日本大震災と特別支援教育 ―共生社会にむけた防災教育を―,"田中  真理,川住隆一,菅井  裕行",2016,2016,慶應義塾大学出版会,9.78477E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000031960
1765,社会問題,防災リテラシー 第2版,"太田  敏一,松野泉,",2021,2020,森北出版,9.78463E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000098340
2098,社会問題,空き家問題の背景と対策 ―未利用不動産の有効活用―,高崎経済大学地域科学研究所,2019,2019,日本経済評論社,9.78482E+12,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000075999
