1578,ABC series,"ABC of anxiety and depression （ABCseries）","LindaGask,CarolynChew-Graham,",2014,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118780794,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046254
1579,ABC series,"ABC of arterial and venous disease 3rd ed（ABC series）","TimEngland,AkhtarNasim,",2015,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118740682,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046251
1580,ABC series,"ABC of clinical communication （ABCseries）","null,John Frain,",2018,2018,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781119246985,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068167
1581,ABC series,"ABC of clinical haematology 4th ed（ABCseries）",null,2018,2018,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118892343,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068171
1582,ABC series,"ABC of clinical leadership 2nd ed（ABCseries）","TimSwanwick,JudyMcKimm,",2017,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781119134312,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046221
1583,ABC series,"ABC of clinical professionalism （ABCseries）","null,AnnaFrain,John Frain",2018,2018,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781119266662,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068168
1584,ABC series,ABC of clinical reasoning （ABC series）,"NicolaCooper,JohnFrain,",2017,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781119059080,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046229
1585,ABC series,"ABC of common soft tissue disorders （ABCseries）","FrancisMorris,JimWardrope,PaulHattam",2016,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118799789,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046233
1586,ABC series,ABC of COPD 3rd ed（ABC series）,null,2017,2018,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781119212850,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068169
1587,ABC series,ABC of hypertension 6th ed（ABC series）,"D. GarethBeevers,GregoryY.H. Lip,EoinO'Brien",2015,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9780470659625,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046250
1588,ABC series,"ABC of learning and teaching in medicine 3rd ed（ABC series）","null,DianaWood,SarahYardley",2017,2018,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118892176,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068170
1589,ABC series,ABC of multimorbidity （ABC series）,"Stewart W.Mercer,ChrisSalisbury,MartinFortin",2014,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118383889,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046255
1590,ABC series,ABC of rheumatology 5th ed（ABC series）,"null,LisaDunkley,",2018,2018,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118793213,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000068166
1591,ABC series,"ABC of transfer and retrieval medicine（ABC series）","AdamLow,JonathanHulme,",2015,2017,"ワイリー・パブリッシング・ジャパン／ワイリー・ブラックウェル",9781118719756,https://elib.maruzen.co.jp/elib/html/BookDetail/Id/3000046249
